id,name,gender,age,traits,status,interest,feature
929,Willow Underwood,female,42,"compassionate,caring,ambitious,energetic,patient",actor," sketching,knitting",Watcher;Poster
930,Thomas Coffey,male,33,"fun-loving,practical,energetic,adventurous,independent",farmer," cooking,painting",Watcher;Chatter
931,Christopher Cochran,female,54,"compassionate,caring,ambitious,patient",scientist," scrapbooking,pottery",Watcher
932,Ava Barker,female,40,"independent,creative,patient,empathetic",lawyer," calligraphy,wine tasting",Explorer;Critic;Chatter
933,Jade Buck,female,43,"empathetic,adventurous,independent,compassionate,caring",designer," traveling,knitting",Watcher
934,Raymond Simmons,female,54,"compassionate,caring,ambitious,optimistic",photographer," yoga,home decor",Watcher;Critic
935,Christopher Brock,female,52,"creative,compassionate,caring,patient,ambitious",writer," journaling,bird watching",Critic
936,Avery Deleon,male,58,"independent,adventurous,patient,persistent,caring",entrepreneur," woodworking,cooking",Explorer;Critic
937,Jack Cody,female,40,"compassionate,caring,energetic",photographer," biking,knitting",Explorer;Poster
938,Tyler Brown,female,32,"practical,persistent,ambitious,optimistic",farmer," gardening,DIY projects",Watcher;Explorer;Critic;Poster
939,Kyle Berg,male,52,"caring,compassionate,patient,empathetic",nurse," fishing,playing guitar",Poster
940,Theodore Flores,male,48,"compassionate,creative,generous,patient,curious",lawyer," Rock climbing ,DIY",Watcher;Explorer;Poster
941,Daniel Ewing,male,54,"fun-loving,ambitious,patient,practical,energetic",lawyer," Golf clubs ,Soccer balls",Explorer
942,Sadie Evans,male,26,"compassionate,practical,energetic,ambitious,caring",teacher," Fitness ,Outdoor",Watcher;Explorer
943,Bennett Garcia,female,55,"independent,empathetic,ambitious,caring,compassionate",teacher," Gardening tools ,Yoga mats",Watcher;Poster
944,Isaac Berry,female,57,"compassionate,caring,creative,empathetic",farmer," Kids ,Sports equipment ",Watcher;Poster
945,Andrew Cook,female,56,"independent,compassionate,ambitious",lawyer," Bluetooth speakers ,Headphones",Watcher;Explorer;Critic;Chatter
946,Victoria Davidson,female,30,"fun-loving,energetic,independent",student," Mobile phones ",Watcher;Chatter
947,Faith Donaldson,female,41,"caring,adventurous,fun-loving,energetic",entrepreneur," Books ",Watcher;Chatter
948,Henry Burks,male,59,"fun-loving,adventurous,patient,energetic,ambitious",musician," Musical instruments ,Records",Watcher;Explorer
949,Kyle Dixon,male,68,"fun-loving,adventurous,patient,ambitious,creative",photographer," Drones ,GoPro cameras ",Poster
950,Christopher Cook,female,42,"independent,compassionate,creative,caring",actor," Scriptwriting ,Wardrobes",Watcher;Chatter
951,Ruby Simmons,male,39,"compassionate,caring,energetic,ambitious,independent",teacher," Educational games ,Educational DVDs",Watcher;Explorer
952,Sadie Burns,female,45,"caring,empathetic,ambitious,creative",retired," Creative arts,Indoor plants ",Critic
953,Delilah Allen,female,55,"compassionate,adventurous,curious,practical,energetic",musician," Sheet music ,Musical accessories",Explorer;Critic;Chatter;Poster
954,Kevin Cochran,female,60,"fun-loving,energetic,independent,ambitious",teacher," Pencils ,Notebooks ",Watcher;Explorer;Poster
955,Hazel Turner,female,44,"independent,compassionate,caring",nurse," First aid kits ",Watcher
956,Raymond Bell,male,33,"compassionate,creative,adventurous,empathetic,caring",designer," Art supplies ,Books ",Critic;Poster
957,Luke Turner,female,57,"caring",doctor," Medical equipment ",Chatter
958,Finnegan Underwood,male,22,"creative,energetic,adventurous,independent,practical",doctor," Stethoscopes ,Medical scrubs  ",Watcher;Explorer;Poster
959,Liam Bauer,female,27,"independent,caring,compassionate",musician," Flute,Music stand ",Watcher;Poster
960,Nora Friedman,female,34,"caring,practical,patient,compassionate,peaceful,logical",retired," Yoga ,Rock Climbing ,Drawing",Explorer;Critic;Chatter
961,Finn Lawson,male,52,"cooperative,determined,fun-loving,responsible",designer," Watches ,Knitting",Critic
962,Vincent Lee,female,42,"loyal,logical,extroverted,responsible",designer," Sewing ,Musical Instruments ,Sculpting",Watcher;Critic;Chatter;Poster
963,Zachary Fowler,female,54,"optimistic,ambitious,practical,caring,logical",teacher," Walking ,Paintball ,RC cars",Watcher;Chatter
964,Matthew Burks,male,41,"cooperative,responsible,optimistic,logical",lawyer," Swimming ,Badminton ,Monopoly",Watcher;Poster
965,Andrew Garcia,female,58,"creative,compassionate,energetic,practical",musician," Rock Climbing ,Astronomy ,Jigsaw Puzzles",Critic;Chatter
966,Elizabeth Byrd,male,37,"patient,fun-loving,creative,practical,ambitious",writer," Bookbinding ,Surfing ,Fishing",Critic;Poster
967,Alexander Garcia,female,53,"loyal,ambitious,empathetic",student," Calligraphy ,Bowling ,Birdwatching",Watcher
968,Gabriel Evans,male,46,"independent,logical,practical,adventurous,energetic",teacher," Pottery ,Cooking ,Robotics",Chatter
969,Henry Fowler,female,32,"ambitious,practical,cooperative,compassionate,caring,determined",writer," Dancing ,Gardening ,Calligraphy",Explorer;Chatter
970,Avery Diaz,male,26,"loyal,practical,responsible,cooperative",retired," Wine Making ,Leather crafting ,Billiards",Critic
971,Elijah Bauer,male,46,"fun-loving,extroverted,optimistic,adventurous,cooperative,energetic",farmer," Beekeeping ,Beekeeping ,Wine making",Watcher;Explorer;Poster
972,Aaron Cooper,male,46,"independent,ambitious,loyal,compassionate",retired," Pottery ,Canoeing ,Graffiti",Watcher;Critic;Poster
973,Lily Bauer,male,49,"creative,cooperative,determined,practical",photographer," Stamps ,Sports cards ,Batcave",Critic
974,Taylor Albert,female,23,"loyal,energetic,ambitious,determined,empathetic",nurse," Urban Exploration ,Paintball ,Metal Detecting",Chatter
975,Jade Lewis,female,47,"patient,loyal,fun-loving,compassionate,ambitious",student," Handball ,Fingerprinting ,Jigsaw puzzles",Watcher;Poster
976,Andrew Berg,male,55,"cooperative,logical,energetic,determined,responsible",photographer," Playing musical instruments ,Sketching ,Sketching",Critic
977,Chloe Donahue,female,37,"caring,fun-loving,determined,adventurous,energetic",musician," Fire Poi ,Nail Art ,Alcohology",Watcher;Explorer;Critic
978,Faith Durham,male,29,"loyal,adventurous,caring",doctor," Vintage cars ,Vintage cars ,Graffiti",Watcher
979,Sophia Baldwin,female,39,"compassionate,patient,determined,loyal,energetic,caring",lawyer," Noodling ,Pottery ,Scrapbooking",Chatter
980,Daisy Burns,male,39,"outgoing,practical",student," Knitting ,Stamps,Birdwatching ",Watcher;Explorer;Chatter
981,Robert Garcia,female,32,"patient,funny,empathetic",musician," Painting ,Calligraphy ",Chatter
982,Charlotte Dean,female,62,"fun-loving,caring,ambitious,loyal,empathetic",entrepreneur," Running ,Football ,Mobile phone cases ",Watcher;Poster
983,Oliver Brady,female,39,"adventurous,ambitious,optimistic",nurse," Bookbinding ,Soapmaking ,Candlemaking ",Watcher;Explorer;Critic
984,Grace Kennedy,female,67,"loyal,affectionate",nurse," Watches,Air purifiers ,Food dehydrators ",Watcher;Poster
985,Grace Olson,female,30,"kind,compassionate,adventurous",student," Baking ,Calligraphy ,Woodworking ",Explorer;Poster
986,Thomas Dean,female,51,"creative,fun-loving,practical,energetic",farmer," Dogs,Nostalgia ,Coffee ",Chatter
987,Theodore Carroll,female,24,"adventurous,ambitious,optimistic",engineer," Pottery ,Hiking,Headphones ",Watcher
988,Ella Forbes,male,43,"patient,determined,optimistic",musician," Video games,Sewing ,Whittling ",Chatter
989,Jonah Carey,male,36,"loyal,compassionate,ambitious,loyal,empathetic",lawyer," Knitting ,Photography ,Brew coffee ",Explorer;Critic
990,Isaac Richardson,female,58,"free-spirited,practical,blunt",teacher," Kitesurfing ,Skateboarding,Food processors ",Watcher;Critic;Chatter
991,Sarah Berry,male,33,"independent,compassionate",lawyer," Wine tasting,Motorcycle riding ",Critic;Chatter
992,Vincent Byrd,male,53,"kind,compassionate,adventurous",musician," Leathercraft ,Cooking ,Astronomy ",Watcher;Critic;Chatter;Poster
993,Theodore Charles,male,33,"fun-loving,patient,funny,empathetic",musician," Playing musical instruments,Gardening ,Gunsmithing ",Critic;Chatter
994,Victoria Conley,female,43,"daring,ambitious,loyal",farmer," Antiquing ,Digital arts,Crystal growing ",Watcher;Explorer;Critic;Chatter
995,Hudson Davidson,male,45,"fun-loving,creative,ambitious,patient",lawyer," Surfing ,Beekeeping,Bicycles ",Watcher;Explorer;Poster
996,Ella Lee,male,35,"kind,compassionate,fun-loving",writer," Garden railways ,Dioramas ",Watcher;Poster
997,Avery Boyd,male,27,"outgoing,practical,blunt,energetic",designer," Parkour ,Snorkeling ,Calligraphy ",Watcher;Explorer;Critic
998,Jasmine Brooks,female,35,"loyal,compassionate",actor," Beer tasting,Camping stoves,Playing musical instruments ",Watcher
999,Tyler Garcia,female,69,"daring,creative,ambitious,patient",writer," Homebrewing ,Casino gambling,Painting ",Watcher;Explorer;Chatter;Poster
