id,name,gender,age,traits,status,interest,feature
234,Brooklyn Evans,male,36,"independent,compassionate",retired," Kayaking ,Meditation ",Watcher;Poster
235,Noah Bernard,female,47,"compassionate,caring,ambitious,optimistic",nurse," Photography ,Bird watching ",Watcher
236,Avery Dean,male,37,"fun-loving,creative,practical,energetic,patient",engineer," Playing musical instruments ,Brewing beer ",Watcher;Critic;Chatter
237,Julia Cooper,male,55,"independent,compassionate",farmer," Woodworking ,Astronomy ",Explorer;Critic
238,Finn Clark,male,24,"fun-loving,creative,practical,energetic,patient",actor," Card games ,Astrology ",Explorer
239,Brooklyn Brady,female,26,"fun-loving,creative,practical,energetic,patient",artist," Pottery ,Graphic design ",Chatter
240,Brooklyn Berg,female,32,"independent,creative,patient,empathetic",entrepreneur," Gardening ,Knitting ,Drawing ",Watcher;Critic
241,Evan Blair,female,33,"fun-loving,creative,energetic,patient",writer," Pottery ,Origami ",Watcher;Explorer;Poster
242,Mason Armstrong,female,37,"fun-loving,creative,practical,patient,empathetic",artist," Sewing ,Woodworking ,Paint by numbers ",Watcher;Explorer;Critic
243,Ava Clay,female,38,"ambitious,energetic,patient,empathetic",teacher," Scrapbooking ,Embroidery ",Watcher;Explorer;Poster
244,Finnegan Grant,female,66,"caring,compassionate",farmer," Basket weaving ",Critic
245,Jacob Cook,male,47,"independent,ambitious,practical,optimistic",doctor," Brewing beer ",Watcher
246,Evan Brock,male,52,"fun-loving,compassionate,practical,optimistic",nurse," Scrapbooking ",Explorer;Chatter
247,Chloe Watson,female,67,"compassionate,caring,ambitious,optimistic",entrepreneur," Jigsaw puzzles ",Watcher;Poster
248,Eleanor English,male,53,"independent,fun-loving,ambitious,energetic,patient,empathetic",doctor," Soap making ",Watcher;Poster
249,Henry Forbes,male,39,"independent,energetic,ambitious,optimistic",scientist," Bird watching ",Watcher
250,Jacob Lee,female,54,"compassionate,caring,ambitious,optimistic",doctor," Hiking ",Watcher;Explorer
251,Noah Bowen,male,32,"creative,patient,empathetic",musician," Playing instruments ",Explorer;Critic;Poster
252,Victoria Morgan,male,30,"independent,ambitious,energetic,optimistic",scientist," Stargazing ",Watcher;Chatter
253,Lucas Simmons,female,41,"independent,patient,empathetic",photographer," Yoga ",Watcher;Critic;Chatter;Poster
254,Raymond Gray,female,27,"fun-loving,creative,ambitious,patient",farmer," Candle making ",Watcher;Explorer;Chatter;Poster
255,Olivia Darling,male,60,"compassionate,practical,patient",engineer," Woodworking ",Watcher;Explorer;Chatter;Poster
256,Jack Burns,female,52,"caring,compassionate,patient,empathetic",teacher," Baking ",Chatter
257,Sarah Lewis,female,48,"independent,ambitious,energetic",teacher," Photography ",Watcher;Chatter
258,Vincent Foster,male,58,"fun-loving,creative,caring,ambitious",farmer," Gardening ",Chatter;Poster
259,Wesley Davidson,female,37,"independent,ambitious,energetic,optimistic",actor," Acting ",Watcher;Explorer;Chatter
260,Patrick Alexander,female,70,"fun-loving,creative,practical,patient",student," Jigsaw puzzles ,Reading blogs ",Watcher;Poster
261,Luke Deleon,female,49,"independent,compassionate,practical",student," Gardening tools ,Painting ",Watcher;Explorer;Critic
262,Chloe Bernard,female,47,"energetic,optimistic,patient",lawyer," DIY projects ,Classic cars ",Watcher;Critic;Poster
263,Felix Burns,male,41,"fun-loving,creative,practical,patient,empathetic",retired," Knitting needles ,Photography magazines ,Gardening tools ",Explorer;Poster
264,Timothy Brock,female,43,"fun-loving,independent,energetic,patient,laid-back",entrepreneur," Ponchos ,Leatherworking tools ,Fishing ",Watcher;Explorer;Critic
265,Lily Bowen,male,38,"independent,compassionate",doctor," Crossword puzzles ,Yoga mats ",Critic
266,Vincent Donahue,male,46,"fun-loving,independent,energetic,compassionate,practical",nurse," Pottery materials ,Biking gear ",Watcher;Explorer;Poster
267,Noah Durham,male,51,"fun-loving,practical,patient,laid-back",farmer," Camping equipment ,Custom car parts ",Watcher;Critic;Chatter
268,Finn Bell,female,39,"compassionate,ambitious,patient",doctor," Pottery materials ,Running shoes ,Biking gear ",Poster
269,Aaron Dawson,male,41,"independent,creative,patient,ambitious,patient",lawyer," Weightlifting equipment ,Custom car parts ",Watcher;Chatter;Poster
270,Gavin Turner,male,33,"fun-loving,optimistic",entrepreneur," Yoga mats ",Chatter
271,Michael Dixon,male,41,"fun-loving,compassionate,ambitious,energetic,laid-back",engineer," Classic cars ,Fishing ,Model building ",Watcher;Explorer;Chatter
272,Rachel Campbell,male,25,"fun-loving,independent,patient,laid-back",scientist," Photography ,Gardening tools ,Hiking gear ",Watcher;Poster
273,Theodore Cook,male,30,"fun-loving",actor," Screenwriting materials ",Watcher
274,Daniel Simmons,male,42,"energetic,patient,empathetic",designer," Sewing machines ,Alpaca wool ",Watcher;Explorer;Poster
275,Isabella Allen,male,32,"energetic,ambitious,optimistic",doctor," Jigsaw puzzles ,Tennis gear ",Explorer;Critic;Chatter;Poster
276,Jade Ferguson,male,56,"independent,compassionate",designer," Origami papers ,Telescope ",Watcher
277,Kevin Watson,female,42,"fun-loving,energetic,practical",photographer," Pottery materials ,Kite-building kits ",Watcher;Poster
278,Brooklyn Foster,female,53,"creative,patient,empathetic",designer," Model building ,Oil painting ",Critic
279,Christopher Fowler,female,42,"compassionate,caring,ambitious,optimisitic",retired," Birdwatching gear ",Chatter
280,Faith Carlson,male,40,"imaginative,patient,compassionate,practical",retired," stamp collecting ,Woodworking ",Critic;Chatter
281,Katherine Cody,female,39,"fun-loving,creative,patient,caring",farmer," Beekeeping ,Painting ",Watcher;Critic
282,Benjamin Coffey,female,51,"compassionate,creative,imaginative,independent",musician," Woodworking ,Baking ",Explorer;Critic
283,Isabella Carey,female,50,"fun-loving,optimistic,compassionate,practical",nurse," Yoga ,Painting ,Garden tools ,Knitting ",Watcher;Explorer;Chatter;Poster
284,Bennett Turner,male,37,"fun-loving,patient,compassionate,practical,energetic",student," Woodworking ,Painting ",Watcher;Critic;Chatter
285,Brooklyn Cochran,male,61,"compassionate",farmer," Hydroponic gardening ",Poster
286,William Duncan,female,56,"fun-loving,creative,compassionate,optimistic",musician," Pottery ,Leatherworking ",Watcher;Critic
287,David Parker,female,36,"fun-loving,creative,compassionate,patient,caring",engineer," Drones ,Rock Climbing ",Watcher;Critic
288,Chloe Grant,female,47," fun-loving,patient,empathetic ",engineer,"  Hiking boots ,Fishing reels  ",Chatter
289,Hazel Lawson,male,27,"compassionate,ambitious,energetic,practical",entrepreneur," Candle-making ,Fishing ",Critic;Chatter
290,Noah Donahue,female,48,"independent,creative,imaginative,empathetic",writer," Soap-making ,Card games ,Cross-stitch ",Watcher;Chatter;Poster
291,Henry Fraser,female,37,"fun-loving,imaginative,compassionate,energetic",scientist," Robotics ,Leatherworking ",Explorer;Critic
292,Gabriel Berg,female,29," fun-loving,compassionate,caring,adventurous ",retired,"  GPS units ,Tents  ",Watcher
293,Emma Olson,female,54,"compassionate,caring,practical,optimistic",nurse," Cooking ,Sewing ",Watcher;Poster
294,Patrick Dean,female,34,"fun-loving,creative,compassionate,practical,patient",writer," Brewing ,Knitting ",Critic;Poster
295,Bennett Byrd,male,51,"independent,compassionate,patient",doctor," Cricket gear ,Boating supplies ",Watcher;Explorer
296,Tyler Edwards,female,26,"fun-loving,independent,energetic",artist," Comics ,Pottery ",Explorer
297,Eleanor Bass,male,39,"imaginative,caring",nurse," Hiking gear ,Needlepoint supplies ",Explorer
298,Willow Forbes,female,59,"caring",designer," Quilting ,Scrapbooking ",Poster
299,Theodore Blevins,male,44,"compassionate,caring",lawyer," Gardening supplies ",Critic
300,Sarah Dean,male,26,"compassionate,caring,ambitious,optimistic",nurse," Musical instruments ,Cycling shoes ",Watcher;Critic
301,Harper Conley,female,35,"compassionate,caring,ambitious,optimistic",photographer," Binoculars ,Outdoor ,Car repair tools ",Watcher;Poster
302,Taylor Dalton,male,31,"fun-loving,creative,practical",photographer," Jewelry ,Tv mounts ",Watcher
303,Finnegan Gonzalez,female,56,"compassionate,caring,ambitious,optimistic",photographer," Computer monitors ,Kitchen Appliances ",Watcher
304,Jack Bowen,male,38,"fun-loving,creative,practical,energetic,patient",writer," Cell phone accessories ,Swimsuits ",Watcher
305,Brooklyn Clarke,male,41,"compassionate,caring,ambitious,optimistic",student," Blender ,Pool table ,Outdoor ",Watcher
306,Julia Adams,female,69,"caring",artist," Paintball gear ",Explorer;Critic
307,Tyler Morgan,female,48,"independent,compassionate",musician," Speaker stands ,Tents ",Critic
308,Ava Byrd,female,48,"independent,creative,patient,empathetic",student," Pressure washers ,Binoculars ,Car audio ",Watcher;Explorer;Chatter
309,Ian Underwood,female,38,"compassionate,caring,ambitious,optimistic",engineer," Automotive,Car electronics ,Seat covers ",Watcher;Explorer;Critic;Chatter
310,Emily Garcia,female,45,"independent,creative,patient,empathetic",farmer," Indoor games ",Poster
311,Patrick Grant,male,33,"fun-loving,creative,practical,energetic,patient",entrepreneur," Darts ,Espresso machines ",Watcher;Critic
312,George Carlson,male,34,"independent,creative,patient,empathetic",farmer," Kids ",Poster
313,Matthew Gibson,female,50,"compassionate,caring,ambitious,optimistic",teacher," Bicycles ,Golf clubs ",Watcher
314,Mason Bass,male,41,"fun-loving,practical,energetic,patient",photographer," Footwear ,Pet grooming ",Watcher
315,Mason Brooks,male,25,"compassionate,caring,ambitious,optimistic",musician," Water purification ",Explorer
316,Jonah Simmons,female,35,"independent,creative,patient,empathetic",nurse," Cookware ,Home theater ",Chatter
317,Mia Armstrong,female,46,"independent,caring,ambitious,optimistic",engineer," Networking equipment ,Camping stoves ",Watcher;Poster
318,Theodore Durham,male,30,"fun-loving,practical,energetic,patient",designer," Exercise equipment ,Party supplies ",Poster
319,Olivia Armstrong,female,51,"independent,compassionate",photographer," Outdoor furniture ,Camping stoves ",Watcher
320,Patrick Donahue,male,33,"patient,energetic,compassionate",farmer," Kids ,Outdoor",Watcher;Explorer;Critic;Poster
321,Zoe Berg,female,35,"independent,creative,patient,empathetic",engineer," Comedy ,Organic Gardening",Critic;Poster
322,Addison Fowler,female,38,"compassionate,ambitious,practical,energetic",designer," Guitar ,Baking",Watcher;Explorer;Critic;Chatter
323,Amelia Gray,male,49,"caring,patient",retired," Cosmetics ,Computer peripherals",Poster
324,Georgia Albert,male,61,"fun-loving,energetic,compassionate,practical",designer," Yoga ,Home Automation",Chatter;Poster
325,Ian Turner,male,38,"optimistic,outgoing,energetic,patient",doctor," Board games ,Televisions",Watcher;Chatter
326,Kevin Parker,female,42,"independent,creative,compassionate,ambitious",designer," Gardening ,Grilling",Watcher;Explorer;Poster
327,Peter Conner,male,58,"caring,compassionate",actor," Baseball ,Outdoor Clothing",Explorer
328,Elijah Clark,female,30,"fun-loving,creative,energetic,independent",photographer," Makeup ,Fishing",Explorer;Poster
329,Robert Watson,female,29,"outgoing,ambitious",actor," Camping Gear ,Women's Clothing",Poster
330,Lauren Brown,female,42,"independent,energetic,patient,outgoing",farmer," Hiking Boots ,Cookware",Watcher;Explorer
331,Matthew Brooks,male,46,"compassionate,caring,ambitious,optimistic",lawyer," Sports Equipment ,Office Supplies",Watcher;Poster
332,Ava Fisher,male,28,"fun-loving,creative,outgoing,practical",writer," Snowboarding ,Paddleboarding",Watcher;Explorer
333,Daisy Gibson,female,33,"caring,compassionate,ambitious,optimistic",student," Running shoes ,Educational books",Watcher;Explorer
334,Patrick Cochran,male,61,"energetic,patient,outgoing,practical",engineer," Snorkeling Gear ,Headphones",Poster
335,Jonah Burks,male,29,"outgoing,compassionate,energetic,patient",doctor," Juicers ,Luxury watches",Watcher;Critic;Poster
336,Finnegan Dixon,male,42,"creative,energetic,patient,empathetic",farmer," Coffee makers ,Grills",Poster
337,Owen Conley,male,43,"compassionate,caring,ambitious,optimistic",artist," Paint brushes ,Sculpting tools",Explorer;Critic;Poster
338,Grace Carlson,female,25,"independent,creative,compassionate,ambitious",actor," Wine ,Fitness Apparel",Watcher;Critic
339,Gabriel Walker,male,28,"compassionate,ambitious,practical,optimistic",writer," Gardening tools ,Musical Instruments",Watcher;Chatter;Poster
340,Nora Davidson,male,27,"fun-loving,creative,energetic,patient,empathetic",writer," backpacks ,Cooking ,Furniture  ",Poster
341,William Allen,male,62,"adventurous,compassionate,intelligent,patient",scientist," grill,Hiking boots,excercise machines ",Poster
342,Simon Dunn,female,44,"compassionate,caring,ambitious,optimistic",doctor," Music Keyboards ,Non-fiction ,Watches ,Tablet ",Explorer
343,Owen Turner,female,52,"intelligent,patient,compassionate",teacher," Nightstands,recliner,jigsaw puzzles,Milk,MP3 player ",Watcher;Explorer;Critic
344,Tyler Deleon,female,38,"fun-loving,caring,ambitious",photographer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Critic;Poster
345,Alexander Berry,female,27,"compassionate",musician," Baby clothes,fork,Writing desk,Bunk bed ",Explorer
346,Zoe Gonzalez,male,39,"fun-loving,patient",writer," Trailers ,DVD,smart watch ,flatware ",Watcher;Chatter
347,Benjamin Flores,female,37,"fun-loving",retired," Snowmobile,Drones,antique radio ,blanket ",Watcher;Critic
348,Finn Lawson,male,69,"compassionate,caring",photographer," Guitar,Handicrafts ,Bean bags ,Radio ",Chatter
349,Oliver Roberts,male,59," independent,compassionate,caring ",artist,"  Pottery tools ,Watercolor paint ,Beads ",Watcher;Poster
350,Harper Barker,female,31,"intelligent,practical,patient,emphatic",musician," Desk,Mirror,Baby walker ,board games",Watcher;Chatter
351,Matthew Smith,male,32,"independent,creative,practical,energetic,patient",engineer," wall clock,Diary,golf cart,Canvases ",Critic;Chatter
352,Hudson Foster,female,53,"intelligent,adventurous,compassionate",lawyer," Aquarium,Suitcases ,Bunk bed,car radio",Watcher;Explorer;Poster
353,Hazel Burks,female,69,"adventurous,compassionate",student," fitness watches,Treadmills,Dumbbells,camping stove ",Watcher;Poster
354,Eleanor Gray,male,40,"blend of intelligent,compassionate,caring",student," keyboard instrument ,Barbeque Grill ,tea table ",Critic;Poster
355,Hudson Fraser,female,60,"compassionate,caring",doctor," Running shoes,Sleeping bags,Rugs,solar car,",Explorer;Poster
356,Harper Dunn,male,24,"fun-loving,adventurous,patient",engineer," Dinnerware ,gaming accessories ",Watcher
357,Isaac Clay,male,41,"independent,imaginative,compassionate",actor," Comics,Sidewalk,isp,motor car,",Poster
358,Sadie Olson,female,35,"fun-loving,adventurous,practical",student," Vacuum cleaner,air conditioner ,sofa bed,Animals accessories ",Explorer
359,Luke Cox,female,54,"independent,imaginative,practical",entrepreneur," Hand bags,hair dryer ,bathing tubs ,Tablets",Watcher
360,Lauren Lewis,female,40,"compassionate,caring,ambitious,optimistic",entrepreneur," Organic Gardening ,Rock Climbing ",Critic;Poster
361,Piper Simmons,female,56,"fun-loving,compassionate,adventurous,patient",musician," Cooking ,Metalworking ",Watcher;Explorer;Critic;Poster
362,Jade Kennedy,female,22,"outgoing,practical,ambitious,persistent,reliable,patient",photographer," Camping ,Solar panels ,Chocolate ",Watcher;Poster
363,Matthew Berry,female,36,"compassionate,practical,energetic,enthusiastic",lawyer," Camping ,Fitness trackers ,Beach Voleyball  ",Watcher;Explorer;Poster
364,Isla Durham,male,31,"creative,ambitious,optimistic,leader",designer," Security ,3D printing ,Nutrition ",Explorer;Critic
365,Timothy Boyd,male,31,"fun-loving,creative,practical,patient,empathetic",farmer," Dog grooming ,Fishing  ",Watcher;Poster
366,Hazel Evans,female,34,"compassionate,practical,ambitious,optimistic",writer," Street art ,Camping stoves  ",Watcher;Poster
367,Piper Fisher,male,46,"creative,ambitious,optimistic,energetic,confident",lawyer," Cooking ,Fishing ,Sound systems ,Outdoor ",Watcher;Explorer;Chatter;Poster
